"","RESPNUM","Q1","Q2","Rec_Age","Q3_01","Q3_02","Q3_03","Q3_04","Q3_05","Q3_06","Q3_07","Q3_08","Q3_09","Q3_10","Q3_11","Q3_12","Q3_13","Q4a_01","Q4a_02","Q4a_03","Q4a_04","Q4a_05","Q4a_06","Q4a_07","Q4a_08","Q4a_09","Q4a_10","Q4a_11","Q4a_12","Q4a_13","Q4a_14","Q4b_01","Q4b_02","Q4b_03","Q4b_04","Q4b_05","Q4b_06","Q4b_07","Q4b_08","Q4b_09","Q4b_10","Q4b_11","Q4b_12","Q4b_13","Q4b_14","Q4c_01","Q4c_02","Q4c_03","Q4c_04","Q4c_05","Q4c_06","Q4c_07","Q4c_08","Q4c_09","Q4c_10","Q4c_11","Q4c_12","Q4c_13","Q4c_14","Q4d_01","Q4d_02","Q4d_03","Q4d_04","Q4d_05","Q4d_06","Q4d_07","Q4d_08","Q4d_09","Q4d_10","Q4d_11","Q4d_12","Q4d_13","Q4d_14","Q4e_01","Q4e_02","Q4e_03","Q4e_04","Q4e_05","Q4e_06","Q4e_07","Q4e_08","Q4e_09","Q4e_10","Q4e_11","Q4e_12","Q4e_13","Q4e_14","Q4f_01","Q4f_02","Q4f_03","Q4f_04","Q4f_05","Q4f_06","Q4f_07","Q4f_08","Q4f_09","Q4f_10","Q4f_11","Q4f_12","Q4f_13","Q4f_14","Q4g_01","Q4g_02","Q4g_03","Q4g_04","Q4g_05","Q4g_06","Q4g_07","Q4g_08","Q4g_09","Q4g_10","Q4g_11","Q4g_12","Q4g_13","Q4g_14","Q4h_01","Q4h_02","Q4h_03","Q4h_04","Q4h_05","Q4h_06","Q4h_07","Q4h_08","Q4h_09","Q4h_10","Q4h_11","Q4h_12","Q4h_13","Q4h_14","Q4i_01","Q4i_02","Q4i_03","Q4i_04","Q4i_05","Q4i_06","Q4i_07","Q4i_08","Q4i_09","Q4i_10","Q4i_11","Q4i_12","Q4i_13","Q4i_14","Q5a_left","Q5a_right","Q5b_left","Q5b_right","Q5c_left","Q5c_right","Q5d_left","Q5d_right","Q5e_left","Q5e_right","Q5f_left","Q5f_right","Q6_01","Q6_02","Q6_03","Q6_04","Q6_05","Q6_06","Q6_07","Q6_08","Q6_09","Q6_10","Q7","StartDate","StartTime","endDate","EndTime","Timetaken"
"277",278,"Male","30 to 34","18 to 34","6","4","5","9","8","4","9","4","3","1","6","6","7","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Google","IBM","Sony","Nokia","Sony","Nokia","Sony","Dell","Google","Dell","Samsung","Yahoo","yes","no","no","no","yes","no","no","no","yes","no","$150,001 to $200,000","07/04/2017","21:07:55","07/04/2017","21:11:25","3:29"
"278",279,"Male","30 to 34","18 to 34","2","7","7","3","3","1","3","1","5","Not at all likely 0","6","6","2","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","no","no","yes","yes","no","yes","no","no","yes","no","yes","yes","no","yes","yes","no","yes","yes","no","no","yes","no","no","yes","yes","no","no","yes","no","no","no","yes","no","yes","no","yes","yes","no","yes","no","no","no","yes","no","yes","no","yes","no","yes","no","no","yes","no","yes","no","yes","no","yes","no","yes","no","yes","no","no","yes","no","yes","yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","yes","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","Microsoft","Google","Yahoo","Dell","Nokia","Samsung","Intel","Dell","Google","Microsoft","Yahoo","Apple","no","yes","no","yes","yes","no","no","no","no","no","$150,001 to $200,000","07/04/2017","21:01:51","07/04/2017","21:04:04","2:12"
"279",280,"Male","45 to 49","35 to 49","5","7","5","7","5","5","5","5","5","5","8","5","5","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Google","Nokia","Sony","Nokia","Samsung","Nokia","Google","Dell","Samsung","Yahoo","Samsung","Yahoo","yes","no","no","yes","no","no","no","no","yes","no","$60,001 to $90,000","07/04/2017","21:08:45","07/04/2017","21:13:05","4:20"
"280",281,"Male","30 to 34","18 to 34","Extremely likely10","1","5","Extremely likely10","1","8","4","3","4","1","5","5","1","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","Apple","IBM","Apple","Nokia","Microsoft","Nokia","Google","Dell","Google","Samsung","Apple","IBM","yes","yes","yes","yes","no","no","yes","yes","yes","no","$120,001 to $150,000","07/04/2017","22:28:47","07/04/2017","22:54:51","26:3"
"281",282,"Male","18 to 24","18 to 34","Extremely likely10","Extremely likely10","Not at all likely 0","Extremely likely10","Extremely likely10","Extremely likely10","7","6","Not at all likely 0","6","6","Extremely likely10","Extremely likely10","yes","yes","no","yes","no","no","yes","no","yes","no","yes","yes","no","no","no","yes","no","yes","yes","yes","no","no","no","no","no","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","no","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","no","yes","yes","yes","no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","no","yes","no","no","no","yes","yes","no","yes","no","yes","yes","yes","no","yes","no","no","Microsoft","IBM","Apple","Yahoo","Microsoft","Sony","Google","IBM","Microsoft","Yahoo","Intel","IBM","yes","no","no","yes","no","no","no","no","yes","no","$90.001 to $120,000","07/04/2017","21:28:14","07/04/2017","21:33:58","5:44"
"282",283,"Male","30 to 34","18 to 34","Not at all likely 0","8","7","8","9","6","7","5","6","4","8","8","8","no","no","no","yes","no","no","yes","no","no","no","yes","yes","yes","no","no","yes","no","no","yes","no","no","no","no","no","no","yes","yes","no","no","yes","yes","no","yes","no","no","yes","no","no","yes","yes","yes","no","no","yes","no","no","yes","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","yes","no","no","yes","no","no","no","no","no","no","yes","yes","yes","no","no","yes","yes","yes","yes","no","yes","yes","no","no","yes","yes","yes","no","no","yes","no","yes","yes","no","no","no","no","no","yes","yes","yes","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","Google","Apple","Sony","Apple","Samsung","Nokia","Intel","IBM","Google","Yahoo","Intel","Apple","no","no","no","no","yes","no","no","yes","yes","no","$200,001 or more","07/04/2017","23:38:09","07/04/2017","23:41:37","3:27"
"283",284,"Male","45 to 49","35 to 49","1","7","6","9","7","6","8","6","6","6","9","6","7","no","yes","no","yes","no","no","yes","no","no","no","yes","yes","yes","no","no","yes","no","yes","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","yes","yes","yes","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","yes","yes","yes","no","no","yes","yes","yes","no","yes","yes","no","no","yes","yes","yes","yes","no","no","yes","no","yes","no","yes","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Google","Apple","Sony","Apple","Samsung","Nokia","Google","Dell","Samsung","Dell","Samsung","Apple","no","no","no","yes","no","no","no","yes","yes","no","$30,001 to $45,000","08/04/2017","01:49:03","08/04/2017","01:56:32","7:29"
"284",285,"Male","45 to 49","35 to 49","4","8","Not at all likely 0","8","4","5","8","3","6","5","7","5","6","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","yes","yes","yes","no","yes","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Google","IBM","Sony","Dell","Samsung","Intel","Google","IBM","Google","Dell","Samsung","IBM","no","no","no","yes","no","no","no","yes","yes","no","$45,001 to $60,000","08/04/2017","08:36:22","08/04/2017","08:44:41","8:19"
"285",286,"Male","45 to 49","35 to 49","Not at all likely 0","5","5","Extremely likely10","Extremely likely10","2","5","Not at all likely 0","5","Not at all likely 0","Extremely likely10","7","5","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","no","no","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","Google","Apple","Sony","Apple","Samsung","Nokia","Sony","IBM","Samsung","Dell","Samsung","Apple","no","no","no","yes","no","no","no","yes","yes","no","$90.001 to $120,000","08/04/2017","08:58:09","08/04/2017","09:03:36","5:27"
"286",287,"Male","35 to 39","35 to 49","9","6","3","Extremely likely10","3","2","7","2","6","2","6","7","8","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","yes","no","yes","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","yes","no","no","no","no","yes","yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","Apple","Nokia","Apple","Nokia","Sony","Nokia","Google","Dell","Google","Dell","Apple","Intel","no","no","yes","no","no","no","yes","no","no","no","$60,001 to $90,000","08/04/2017","09:55:01","08/04/2017","10:02:27","7:26"
"287",288,"Male","30 to 34","18 to 34","7","6","7","7","6","9","8","8","8","6","7","7","7","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","IBM","Nokia","Apple","Nokia","Microsoft","Nokia","Sony","Google","Dell","Yahoo","Apple","Yahoo","yes","yes","yes","no","no","no","no","no","yes","no","$120,001 to $150,000","08/04/2017","10:55:56","08/04/2017","10:58:58","3:1"
"288",289,"Male","30 to 34","18 to 34","Extremely likely10","7","Not at all likely 0","9","9","3","9","8","Not at all likely 0","Not at all likely 0","9","Not at all likely 0","4","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","yes","no","yes","yes","no","yes","no","no","no","yes","no","no","no","yes","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","yes","no","Apple","Nokia","Apple","Yahoo","Samsung","Nokia","Google","IBM","Google","Yahoo","Apple","IBM","yes","yes","yes","no","no","no","yes","no","no","no","$90.001 to $120,000","08/04/2017","11:47:59","08/04/2017","11:52:47","4:48"
"289",290,"Male","35 to 39","35 to 49","Extremely likely10","Extremely likely10","5","Extremely likely10","5","5","5","5","5","5","Extremely likely10","5","Extremely likely10","yes","yes","no","yes","no","no","no","no","no","no","yes","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","yes","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","yes","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","yes","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","yes","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","yes","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","yes","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","yes","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","yes","no","yes","no","Microsoft","Nokia","Apple","Nokia","Microsoft","Nokia","Google","Dell","Microsoft","Dell","Apple","IBM","no","no","yes","no","no","yes","yes","no","no","no","$200,001 or more","08/04/2017","11:31:57","08/04/2017","11:34:27","2:29"
"290",291,"Male","35 to 39","35 to 49","6","9","7","Extremely likely10","7","7","9","6","9","7","Extremely likely10","6","7","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","Google","Apple","Yahoo","Apple","Microsoft","Nokia","Google","Dell","Google","Dell","Yahoo","Apple","no","no","no","yes","no","no","no","no","yes","no","$200,001 or more","08/04/2017","12:30:33","08/04/2017","12:37:50","7:17"
"291",292,"Male","25 to 29","18 to 34","Extremely likely10","8","5","Extremely likely10","Extremely likely10","7","Extremely likely10","9","4","Extremely likely10","Extremely likely10","7","6","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","yes","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","yes","no","yes","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","Apple","IBM","Apple","Yahoo","Samsung","Microsoft","Google","IBM","Samsung","Yahoo","Apple","Yahoo","yes","yes","yes","no","yes","yes","yes","no","no","no","$15,001 to $30,000","08/04/2017","13:13:59","08/04/2017","13:17:17","3:18"
"292",293,"Male","35 to 39","35 to 49","Extremely likely10","4","Extremely likely10","4","3","3","6","8","6","5","5","5","7","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","Apple","Google","Apple","Nokia","Microsoft","Samsung","IBM","Dell","Microsoft","Samsung","Apple","IBM","no","no","yes","no","no","no","yes","no","yes","no","Less than $15,000","08/04/2017","13:14:51","08/04/2017","13:20:07","5:16"
"293",294,"Male","45 to 49","35 to 49","8","6","4","8","7","5","6","3","2","3","5","4","6","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","no","no","no","no","yes","no","yes","no","yes","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","yes","yes","no","yes","no","no","yes","no","yes","yes","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","no","no","no","yes","yes","no","no","no","yes","yes","no","no","no","no","no","no","no","yes","yes","yes","no","Apple","IBM","Apple","Dell","Sony","Nokia","Sony","Dell","Google","Dell","Apple","Yahoo","yes","yes","yes","no","no","no","yes","yes","no","no","$150,001 to $200,000","08/04/2017","14:24:56","08/04/2017","14:28:38","3:42"
